transaction_id,customer_id,account_number,transaction_date,posting_date,transaction_amount,currency,balance,merchant_name,transaction_type
TXN103859,CUST5359,100000003859,2024-01-20,2024-01-20,3351.65,EUR,-9578856.01,Uber,REFUND
TXN103860,CUST5360,000100000003860,2024-01-21,2024-01-22,3097.42,USD,-9581953.43, Apple Store ,FEE
TXN103861,CUST5361,100000003861,2024-01-22,2024-01-23,1181.39,USD,-9583134.82,Uber,FEE
TXN103862,CUST5362,100000003862,2024-01-23,2024-01-24,2329.36,INR,-9585464.18,Netflix,REFUND
TXN103863,CUST5363,100000003863,2024-01-24,2024-01-24,2033.62,USD,-9587497.8,Apple Store,REFUND
TXN103864,CUST5364,100000003864,2024-01-25,2024-01-26,988.87,EUR,-9588486.67,Starbucks,FEE
TXN103865,CUST5365,100000003865,2024-01-26,2024-01-26,4329.51,USD,-9592816.18,Amazon,REFUND
TXN103866,CUST5366,100000003866,2024-01-27,2024-01-27,1180.56,INR,-9593996.74,Shell Oil,CREDIT
TXN103867,CUST5367,100000003867,2024-01-28,2024-01-29,64.54,EUR,-9594061.28,Shell Oil,FEE
TXN103868,CUST5368,100000003868,2024-01-29,2024-01-29,196.27,USD,-9594257.55,Amazon,DEBIT
TXN103869,CUST5369,100000003869,2024-01-30,2024-01-31,3580.62,INR,-9597838.17,Netflix,REFUND
TXN103870,CUST5370,100000003870,2024-01-01,2024-01-02,1465.17,USD,ABC123, Shell Oil ,REFUND 
TXN103871,CUST5371,100000003871,2024-01-02,2024-01-02,2155.32,EUR,-9601458.66,Netflix,FEE
TXN103872,CUST5372,100000003872,2024-01-03,2024-01-04,552.01,EUR,-9602010.67,Shell Oil,CREDIT
TXN103873,CUST5373,100000003873,2024-01-04,2024-01-05,4300.98,INR,-9606311.65,Walmart,CREDIT
TXN103874,CUST5374,100000003874,2024-01-05,2024-01-05,4102.27,INR,-9610413.92,Uber,REFUND
TXN103875,CUST5375,100000003875,2024-01-06,2024-01-06,"$2,824.49",USD,-9613238.41,Uber,REFUND
TXN103876,CUST5376,100000003876,2024-01-07,2024-01-07,4882.43,INR,-9618120.84,Starbucks,FEE
TXN103877,CUST5377,100000003877,2024-01-08,2024-01-08,2176.37,EUR,-9620297.21,Starbucks,REFUND
TXN103878,CUST5378,100000003878,2024-01-09,2024-01-09,2356.24,INR,-9622653.45,Netflix,DEBIT
TXN103879,CUST5379,100000003879,2024-01-10,2024-01-11,4616.94,INR,-9627270.39,Walmart,CREDIT
TXN103880,CUST5380,000100000003880,2024-01-11,09/01/2024,4655.69,EUR,-9631926.08, Netflix ,DEBIT
TXN103881,CUST5381,100000003881,2024-01-12,2024-01-12,1895.95,INR,-9633822.03,Amazon,REFUND
TXN103882,CUST5382,100000003882,2024-01-13,2024-01-13,2619.5,EUR,-9636441.53,Netflix,REFUND
TXN103883,CUST5383,100000003883,2024-01-14,2024-01-15,4097.7,EUR,-9640539.23,Apple Store,REFUND
TXN103884,CUST5384,100000003884,2024-01-15,2024-01-15,3439.84,USD,-9643979.07,Starbucks,DEBIT
TXN103885,CUST5385,100000003885,2024-01-16,2024-01-17,2203.33,INR,-9646182.4,Shell Oil,DEBIT 
TXN103886,CUST5386,100000003886,2024-01-17,2024-01-17,4703.87,EUR,-9650886.27,Amazon,CREDIT
TXN103887,CUST5387,100000003887,2024-01-18,2024-01-19,1931.82,EUR,-9652818.09,Apple Store,CREDIT
TXN103888,CUST5388,100000003888,2024-01-19,2024-01-19,4270.83,EUR,-9657088.92,Walmart,FEE
TXN103889,CUST5389,100000003889,2024-01-20,2024-01-20,1843.76,EUR,-9658932.68,Shell Oil,CREDIT
TXN103890,CUST5390,100000003890,2024-01-21,2024-01-21,1529.72,INR,-9660462.4, Walmart ,CREDIT
TXN103891,CUST5391,100000003891,2024-01-22,2024-01-22,1151.08,EUR,-9661613.48,Netflix,REFUND
TXN103892,CUST5392,100000003892,2024-01-23,2024-01-23,4036.77,INR,-9665650.25,Delta Airlines,DEBIT
TXN103893,CUST5393,100000003893,2024-01-24,2024-01-24,4806.75,INR,-9670457.0,Delta Airlines,DEBIT
TXN103894,CUST5394,100000003894,2024-01-25,2024-01-26,2281.11,USD,-9672738.11,Starbucks,FEE
TXN103895,CUST5395,100000003895,2024-01-26,2024-01-27,4826.34,INR,-9677564.45,Netflix,DEBIT
TXN103896,CUST5396,100000003896,2024-01-27,2024-01-28,4718.95,USD,-9682283.4,Apple Store,FEE
TXN103897,CUST5397,100000003897,2024-01-28,2024-01-28,1012.16,USD,-9683295.56,Delta Airlines,FEE
TXN103898,CUST5398,100000003898,2024-01-29,2024-01-29,4235.01,INR,-9687530.57,Uber,FEE
TXN103899,CUST5399,100000003899,2024-01-30,2024-01-30,1871.28,EUR,-9689401.85,Uber,CREDIT
TXN103900,CUST5400,000100000003900,2024-01-01,2024-01-02,"$2,343.65",EUR,ABC123, Walmart ,DEBIT 
TXN103901,CUST5401,100000003901,2024-01-02,2024-01-03,1044.29,EUR,-9692789.79,Shell Oil,FEE
TXN103902,CUST5402,100000003902,2024-01-03,2024-01-04,2408.9,USD,-9695198.69,Apple Store,REFUND
TXN103903,CUST5403,100000003903,2024-01-04,2024-01-05,128.69,INR,-9695327.38,Apple Store,DEBIT
TXN103904,CUST5404,100000003904,2024-01-05,2024-01-05,2394.73,INR,-9697722.11,Starbucks,CREDIT
TXN103905,CUST5405,100000003905,2024-01-06,2024-01-07,2860.63,EUR,-9700582.74,Amazon,FEE
TXN103906,CUST5406,100000003906,2024-01-07,2024-01-08,2096.27,USD,-9702679.01,Netflix,CREDIT
TXN103907,CUST5407,100000003907,2024-01-08,2024-01-09,1032.92,USD,-9703711.93,Amazon,FEE
TXN103908,CUST5408,100000003908,2024-01-09,2024-01-09,4934.44,EUR,-9708646.37,Starbucks,FEE
TXN103909,CUST5409,100000003909,2024-01-10,2024-01-11,2442.82,USD,-9711089.19,Shell Oil,CREDIT
TXN103910,CUST5410,100000003910,2024-01-11,2024-01-12,1480.37,INR,-9712569.56, Uber ,DEBIT
TXN103911,CUST5411,100000003911,2024-01-12,2024-01-12,3469.61,EUR,-9716039.17,Starbucks,REFUND
TXN103912,CUST5412,100000003912,2024-01-13,2024-01-14,2073.03,EUR,-9718112.2,Shell Oil,DEBIT
TXN103913,CUST5413,100000003913,2024-01-14,2024-01-15,4552.61,INR,-9722664.81,Apple Store,DEBIT
TXN103914,CUST5414,100000003914,2024-01-15,2024-01-16,4508.39,EUR,-9727173.2,Walmart,FEE
TXN103915,CUST5415,100000003915,2024-01-16,2024-01-16,840.58,INR,-9728013.78,Netflix,DEBIT 
TXN103916,CUST5416,100000003916,2024-01-17,2024-01-17,4616.78,USD,-9732630.56,Uber,REFUND
TXN103917,CUST5417,100000003917,2024-01-18,2024-01-19,4448.67,EUR,-9737079.23,Starbucks,CREDIT
TXN103918,CUST5418,100000003918,2024-01-19,2024-01-19,661.85,EUR,-9737741.08,Apple Store,REFUND
TXN103919,CUST5419,100000003919,2024-01-20,2024-01-21,3866.76,EUR,-9741607.84,Starbucks,REFUND
TXN103920,CUST5420,000100000003920,2024-01-21,19/01/2024,1901.67,USD,-9743509.51, Starbucks ,DEBIT
TXN103921,CUST5421,100000003921,2024-01-22,2024-01-22,698.04,EUR,-9744207.55,Uber,FEE
TXN103922,CUST5422,100000003922,2024-01-23,2024-01-23,4213.9,EUR,-9748421.45,Amazon,CREDIT
TXN103923,CUST5423,100000003923,2024-01-24,2024-01-24,4242.12,USD,-9752663.57,Shell Oil,REFUND
TXN103924,CUST5424,100000003924,2024-01-25,2024-01-26,2810.33,USD,-9755473.9,Walmart,CREDIT
TXN103925,CUST5425,100000003925,2024-01-26,2024-01-26,"$3,201.83",EUR,-9758675.73,Uber,DEBIT
TXN103926,CUST5426,100000003926,2024-01-27,2024-01-27,4703.83,EUR,-9763379.56,Delta Airlines,DEBIT
TXN103927,CUST5427,100000003927,2024-01-28,2024-01-29,2860.45,USD,-9766240.01,Shell Oil,FEE
TXN103928,CUST5428,100000003928,2024-01-29,2024-01-30,1733.28,INR,-9767973.29,Apple Store,FEE
TXN103929,CUST5429,100000003929,2024-01-30,2024-01-31,1819.88,INR,-9769793.17,Apple Store,CREDIT
TXN103930,CUST5430,100000003930,2024-01-01,2024-01-01,4965.07,USD,ABC123, Delta Airlines ,REFUND 
TXN103931,CUST5431,100000003931,2024-01-02,2024-01-03,4369.48,EUR,-9779127.72,Shell Oil,DEBIT
TXN103932,CUST5432,100000003932,2024-01-03,2024-01-03,759.61,USD,-9779887.33,Walmart,DEBIT
TXN103933,CUST5433,100000003933,2024-01-04,2024-01-05,1391.41,INR,-9781278.74,Shell Oil,CREDIT
TXN103934,CUST5434,100000003934,2024-01-05,2024-01-06,3320.48,EUR,-9784599.22,Uber,FEE
TXN103935,CUST5435,100000003935,2024-01-06,2024-01-07,3454.01,EUR,-9788053.23,Netflix,DEBIT
TXN103936,CUST5436,100000003936,2024-01-07,2024-01-07,4574.05,INR,-9792627.28,Apple Store,DEBIT
TXN103937,CUST5437,100000003937,2024-01-08,2024-01-09,1126.44,INR,-9793753.72,Starbucks,CREDIT
TXN103938,CUST5438,100000003938,2024-01-09,2024-01-09,1608.62,USD,-9795362.34,Netflix,DEBIT
TXN103939,CUST5439,100000003939,2024-01-10,2024-01-10,3617.6,EUR,-9798979.94,Amazon,REFUND
TXN103940,CUST5440,000100000003940,2024-01-11,2024-01-11,2338.76,EUR,-9801318.7, Walmart ,REFUND
TXN103941,CUST5441,100000003941,2024-01-12,2024-01-12,386.21,USD,-9801704.91,Apple Store,DEBIT
TXN103942,CUST5442,100000003942,2024-01-13,2024-01-14,573.7,EUR,-9802278.61,Amazon,FEE
TXN103943,CUST5443,100000003943,2024-01-14,2024-01-15,2927.51,INR,-9805206.12,Uber,FEE
TXN103944,CUST5444,100000003944,2024-01-15,2024-01-15,2932.45,USD,-9808138.57,Starbucks,DEBIT
TXN103945,CUST5445,100000003945,2024-01-16,2024-01-16,4155.76,INR,-9812294.33,Uber,DEBIT 
TXN103946,CUST5446,100000003946,2024-01-17,2024-01-18,1125.28,INR,-9813419.61,Amazon,CREDIT
TXN103947,CUST5447,100000003947,2024-01-18,2024-01-18,2621.78,USD,-9816041.39,Amazon,DEBIT
TXN103948,CUST5448,100000003948,2024-01-19,2024-01-20,3803.34,EUR,-9819844.73,Uber,FEE
TXN103949,CUST5449,100000003949,2024-01-20,2024-01-20,2231.57,EUR,-9822076.3,Apple Store,CREDIT
TXN103950,CUST5450,100000003950,2024-01-21,2024-01-22,$145.93,INR,-9822222.23, Apple Store ,REFUND
TXN103951,CUST5451,100000003951,2024-01-22,2024-01-22,2355.74,INR,-9824577.97,Starbucks,FEE
TXN103952,CUST5452,100000003952,2024-01-23,2024-01-23,3519.03,USD,-9828097.0,Amazon,FEE
TXN103953,CUST5453,100000003953,2024-01-24,2024-01-24,1151.17,USD,-9829248.17,Apple Store,FEE
TXN103954,CUST5454,100000003954,2024-01-25,2024-01-25,28.65,USD,-9829276.82,Netflix,DEBIT
TXN103955,CUST5455,100000003955,2024-01-26,2024-01-27,1557.18,USD,-9830834.0,Amazon,FEE
TXN103956,CUST5456,100000003956,2024-01-27,2024-01-28,4068.14,INR,-9834902.14,Delta Airlines,CREDIT
TXN103957,CUST5457,100000003957,2024-01-28,2024-01-28,3013.41,USD,-9837915.55,Starbucks,CREDIT
TXN103958,CUST5458,100000003958,2024-01-29,2024-01-30,3539.43,USD,-9841454.98,Starbucks,CREDIT
TXN103959,CUST5459,100000003959,2024-01-30,2024-01-30,3636.41,USD,-9845091.39,Walmart,FEE
TXN103960,CUST5460,000100000003960,2024-01-01,30/12/2023,4563.73,EUR,ABC123, Apple Store ,DEBIT 
TXN103961,CUST5461,100000003961,2024-01-02,2024-01-02,903.36,EUR,-9850558.48,Uber,REFUND
TXN103962,CUST5462,100000003962,2024-01-03,2024-01-04,3090.18,INR,-9853648.66,Uber,DEBIT
TXN103963,CUST5463,100000003963,2024-01-04,2024-01-05,4245.1,EUR,-9857893.76,Delta Airlines,FEE
TXN103964,CUST5464,100000003964,2024-01-05,2024-01-06,4812.1,INR,-9862705.86,Delta Airlines,FEE
TXN103965,CUST5465,100000003965,2024-01-06,2024-01-06,1094.69,EUR,-9863800.55,Shell Oil,REFUND
TXN103966,CUST5466,100000003966,2024-01-07,2024-01-08,2434.93,USD,-9866235.48,Starbucks,CREDIT
TXN103967,CUST5467,100000003967,2024-01-08,2024-01-09,15.85,INR,-9866251.33,Apple Store,FEE
TXN103968,CUST5468,100000003968,2024-01-09,2024-01-10,629.74,USD,-9866881.07,Walmart,CREDIT
TXN103969,CUST5469,100000003969,2024-01-10,2024-01-10,4812.69,USD,-9871693.76,Apple Store,REFUND
TXN103970,CUST5470,100000003970,2024-01-11,2024-01-12,1028.32,INR,-9872722.08, Apple Store ,CREDIT
TXN103971,CUST5471,100000003971,2024-01-12,2024-01-13,1450.12,EUR,-9874172.2,Shell Oil,DEBIT
TXN103972,CUST5472,100000003972,2024-01-13,2024-01-13,3797.32,EUR,-9877969.52,Apple Store,REFUND
TXN103973,CUST5473,100000003973,2024-01-14,2024-01-14,4438.88,EUR,-9882408.4,Netflix,FEE
TXN103974,CUST5474,100000003974,2024-01-15,2024-01-15,1168.35,USD,-9883576.75,Walmart,DEBIT
TXN103975,CUST5475,100000003975,2024-01-16,2024-01-17,"$1,012.64",EUR,-9884589.39,Netflix,REFUND 
TXN103976,CUST5476,100000003976,2024-01-17,2024-01-17,447.78,EUR,-9885037.17,Apple Store,REFUND
TXN103977,CUST5477,100000003977,2024-01-18,2024-01-19,2521.14,USD,-9887558.31,Apple Store,REFUND
TXN103978,CUST5478,100000003978,2024-01-19,2024-01-20,243.8,EUR,-9887802.11,Uber,FEE
TXN103979,CUST5479,100000003979,2024-01-20,2024-01-20,2043.01,USD,-9889845.12,Starbucks,CREDIT
TXN103980,CUST5480,000100000003980,2024-01-21,2024-01-22,227.95,EUR,-9890073.07, Starbucks ,FEE
TXN103981,CUST5481,100000003981,2024-01-22,2024-01-23,1226.16,EUR,-9891299.23,Uber,FEE
TXN103982,CUST5482,100000003982,2024-01-23,2024-01-24,426.56,INR,-9891725.79,Starbucks,REFUND
TXN103983,CUST5483,100000003983,2024-01-24,2024-01-25,2564.94,INR,-9894290.73,Uber,CREDIT
TXN103984,CUST5484,100000003984,2024-01-25,2024-01-25,4339.81,EUR,-9898630.54,Amazon,CREDIT
TXN103985,CUST5485,100000003985,2024-01-26,2024-01-27,2625.59,EUR,-9901256.13,Starbucks,CREDIT
TXN103986,CUST5486,100000003986,2024-01-27,2024-01-28,1716.75,INR,-9902972.88,Amazon,FEE
TXN103987,CUST5487,100000003987,2024-01-28,2024-01-29,2397.61,INR,-9905370.49,Delta Airlines,FEE
TXN103988,CUST5488,100000003988,2024-01-29,2024-01-29,3594.79,USD,-9908965.28,Shell Oil,DEBIT
TXN103989,CUST5489,100000003989,2024-01-30,2024-01-30,1310.6,USD,-9910275.88,Starbucks,DEBIT
TXN103990,CUST5490,100000003990,2024-01-01,2024-01-02,1648.08,USD,ABC123, Amazon ,CREDIT 
TXN103991,CUST5491,100000003991,2024-01-02,2024-01-03,1945.47,USD,-9913869.43,Amazon,DEBIT
TXN103992,CUST5492,100000003992,2024-01-03,2024-01-04,419.89,USD,-9914289.32,Starbucks,CREDIT
TXN103993,CUST5493,100000003993,2024-01-04,2024-01-05,4850.28,INR,-9919139.6,Delta Airlines,REFUND
TXN103994,CUST5494,100000003994,2024-01-05,2024-01-05,4186.57,INR,-9923326.17,Shell Oil,FEE
TXN103995,CUST5495,100000003995,2024-01-06,2024-01-07,3426.04,INR,-9926752.21,Starbucks,CREDIT
TXN103996,CUST5496,100000003996,2024-01-07,2024-01-07,4154.51,EUR,-9930906.72,Uber,DEBIT
TXN103997,CUST5497,100000003997,2024-01-08,2024-01-09,4567.45,USD,-9935474.17,Starbucks,FEE
TXN103998,CUST5498,100000003998,2024-01-09,2024-01-09,2632.69,EUR,-9938106.86,Apple Store,CREDIT
TXN103999,CUST5499,100000003999,2024-01-10,2024-01-10,1929.67,INR,-9940036.53,Apple Store,REFUND
TXN104000,CUST5000,000100000004000,2024-01-11,09/01/2024,"$2,162.12",INR,-9942198.65, Delta Airlines ,DEBIT
TXN104001,CUST5001,100000004001,2024-01-12,2024-01-12,4298.23,INR,-9946496.88,Delta Airlines,REFUND
TXN104002,CUST5002,100000004002,2024-01-13,2024-01-13,3321.2,EUR,-9949818.08,Uber,REFUND
TXN104003,CUST5003,100000004003,2024-01-14,2024-01-14,3297.33,USD,-9953115.41,Uber,FEE
TXN104004,CUST5004,100000004004,2024-01-15,2024-01-15,4263.65,USD,-9957379.06,Shell Oil,DEBIT
TXN104005,CUST5005,100000004005,2024-01-16,2024-01-17,4913.1,EUR,-9962292.16,Walmart,DEBIT 
TXN104006,CUST5006,100000004006,2024-01-17,2024-01-17,2950.98,EUR,-9965243.14,Delta Airlines,FEE
TXN104007,CUST5007,100000004007,2024-01-18,2024-01-18,2706.49,INR,-9967949.63,Delta Airlines,DEBIT
TXN104008,CUST5008,100000004008,2024-01-19,2024-01-20,4697.23,INR,-9972646.86,Apple Store,CREDIT
TXN104009,CUST5009,100000004009,2024-01-20,2024-01-20,4960.61,EUR,-9977607.47,Shell Oil,FEE
TXN104010,CUST5010,100000004010,2024-01-21,2024-01-22,3682.34,USD,-9981289.81, Uber ,CREDIT
TXN104011,CUST5011,100000004011,2024-01-22,2024-01-23,2534.57,USD,-9983824.38,Walmart,DEBIT
TXN104012,CUST5012,100000004012,2024-01-23,2024-01-24,2869.64,USD,-9986694.02,Netflix,REFUND
TXN104013,CUST5013,100000004013,2024-01-24,2024-01-24,2399.36,EUR,-9989093.38,Delta Airlines,DEBIT
TXN104014,CUST5014,100000004014,2024-01-25,2024-01-25,2021.06,INR,-9991114.44,Walmart,REFUND
TXN104015,CUST5015,100000004015,2024-01-26,2024-01-27,467.8,EUR,-9991582.24,Amazon,DEBIT
TXN104016,CUST5016,100000004016,2024-01-27,2024-01-28,2538.02,USD,-9994120.26,Uber,DEBIT
TXN104017,CUST5017,100000004017,2024-01-28,2024-01-28,881.15,USD,-9995001.41,Netflix,CREDIT
TXN104018,CUST5018,100000004018,2024-01-29,2024-01-30,2955.55,USD,-9997956.96,Shell Oil,REFUND
TXN104019,CUST5019,100000004019,2024-01-30,2024-01-30,3344.28,USD,-10001301.24,Shell Oil,FEE
TXN104020,CUST5020,000100000004020,2024-01-01,2024-01-01,781.72,USD,ABC123, Starbucks ,CREDIT 
TXN104021,CUST5021,100000004021,2024-01-02,2024-01-03,1962.79,INR,-10004045.75,Uber,REFUND
TXN104022,CUST5022,100000004022,2024-01-03,2024-01-03,200.56,EUR,-10004246.31,Amazon,FEE
TXN104023,CUST5023,100000004023,2024-01-04,2024-01-04,4604.77,EUR,-10008851.08,Amazon,DEBIT
TXN104024,CUST5024,100000004024,2024-01-05,2024-01-05,525.63,USD,-10009376.71,Amazon,DEBIT
TXN104025,CUST5025,100000004025,2024-01-06,2024-01-07,"$1,978.33",EUR,-10011355.04,Netflix,DEBIT
TXN104026,CUST5026,100000004026,2024-01-07,2024-01-07,941.49,USD,-10012296.53,Walmart,DEBIT
TXN104027,CUST5027,100000004027,2024-01-08,2024-01-08,1541.17,INR,-10013837.7,Apple Store,REFUND
TXN104028,CUST5028,100000004028,2024-01-09,2024-01-10,2051.96,INR,-10015889.66,Starbucks,FEE
TXN104029,CUST5029,100000004029,2024-01-10,2024-01-11,1384.1,USD,-10017273.76,Uber,FEE
TXN104030,CUST5030,100000004030,2024-01-11,2024-01-12,3788.77,USD,-10021062.53, Walmart ,REFUND
TXN104031,CUST5031,100000004031,2024-01-12,2024-01-12,58.75,INR,-10021121.28,Walmart,DEBIT
TXN104032,CUST5032,100000004032,2024-01-13,2024-01-14,4027.83,INR,-10025149.11,Shell Oil,CREDIT
TXN104033,CUST5033,100000004033,2024-01-14,2024-01-14,4148.3,EUR,-10029297.41,Amazon,CREDIT
TXN104034,CUST5034,100000004034,2024-01-15,2024-01-15,608.95,EUR,-10029906.36,Starbucks,DEBIT
TXN104035,CUST5035,100000004035,2024-01-16,2024-01-17,4302.59,EUR,-10034208.95,Starbucks,FEE 
TXN104036,CUST5036,100000004036,2024-01-17,2024-01-17,4275.58,INR,-10038484.53,Apple Store,DEBIT
TXN104037,CUST5037,100000004037,2024-01-18,2024-01-18,1292.46,USD,-10039776.99,Apple Store,REFUND
TXN104038,CUST5038,100000004038,2024-01-19,2024-01-19,4053.05,EUR,-10043830.04,Shell Oil,DEBIT
TXN104039,CUST5039,100000004039,2024-01-20,2024-01-21,4626.32,EUR,-10048456.36,Apple Store,CREDIT
TXN104040,CUST5040,000100000004040,2024-01-21,19/01/2024,4148.22,USD,-10052604.58, Starbucks ,FEE
TXN104041,CUST5041,100000004041,2024-01-22,2024-01-23,1490.05,USD,-10054094.63,Amazon,FEE
TXN104042,CUST5042,100000004042,2024-01-23,2024-01-23,2186.12,EUR,-10056280.75,Apple Store,FEE
TXN104043,CUST5043,100000004043,2024-01-24,2024-01-24,447.37,EUR,-10056728.12,Netflix,REFUND
TXN104044,CUST5044,100000004044,2024-01-25,2024-01-25,2237.29,EUR,-10058965.41,Amazon,DEBIT
TXN104045,CUST5045,100000004045,2024-01-26,2024-01-27,3510.26,USD,-10062475.67,Delta Airlines,REFUND
TXN104046,CUST5046,100000004046,2024-01-27,2024-01-28,1040.49,EUR,-10063516.16,Delta Airlines,CREDIT
TXN104047,CUST5047,100000004047,2024-01-28,2024-01-28,1774.59,EUR,-10065290.75,Uber,FEE
TXN104048,CUST5048,100000004048,2024-01-29,2024-01-29,1502.44,INR,-10066793.19,Uber,CREDIT
TXN104049,CUST5049,100000004049,2024-01-30,2024-01-31,222.88,INR,-10067016.07,Shell Oil,DEBIT
TXN104050,CUST5050,100000004050,2024-01-01,2024-01-01,$398.78,USD,ABC123, Netflix ,CREDIT 
TXN104051,CUST5051,100000004051,2024-01-02,2024-01-02,2770.56,EUR,-10070185.41,Apple Store,CREDIT
TXN104052,CUST5052,100000004052,2024-01-03,2024-01-03,1894.39,EUR,-10072079.8,Netflix,FEE
TXN104053,CUST5053,100000004053,2024-01-04,2024-01-04,713.74,USD,-10072793.54,Delta Airlines,DEBIT
TXN104054,CUST5054,100000004054,2024-01-05,2024-01-06,1891.37,USD,-10074684.91,Amazon,DEBIT
TXN104055,CUST5055,100000004055,2024-01-06,2024-01-06,4275.08,INR,-10078959.99,Walmart,DEBIT
TXN104056,CUST5056,100000004056,2024-01-07,2024-01-08,4398.04,EUR,-10083358.03,Delta Airlines,DEBIT
TXN104057,CUST5057,100000004057,2024-01-08,2024-01-08,2878.54,EUR,-10086236.57,Shell Oil,DEBIT
TXN104058,CUST5058,100000004058,2024-01-09,2024-01-10,3467.43,EUR,-10089704.0,Amazon,CREDIT
TXN104059,CUST5059,100000004059,2024-01-10,2024-01-11,2198.59,USD,-10091902.59,Uber,REFUND
TXN104060,CUST5060,000100000004060,2024-01-11,2024-01-11,3012.17,EUR,-10094914.76, Shell Oil ,FEE
TXN104061,CUST5061,100000004061,2024-01-12,2024-01-12,4355.97,EUR,-10099270.73,Starbucks,CREDIT
TXN104062,CUST5062,100000004062,2024-01-13,2024-01-14,2827.97,INR,-10102098.7,Starbucks,REFUND
TXN104063,CUST5063,100000004063,2024-01-14,2024-01-15,2500.45,EUR,-10104599.15,Delta Airlines,FEE
TXN104064,CUST5064,100000004064,2024-01-15,2024-01-16,2482.03,EUR,-10107081.18,Shell Oil,CREDIT
TXN104065,CUST5065,100000004065,2024-01-16,2024-01-17,3003.99,USD,-10110085.17,Delta Airlines,DEBIT 
TXN104066,CUST5066,100000004066,2024-01-17,2024-01-17,570.18,INR,-10110655.35,Delta Airlines,FEE
TXN104067,CUST5067,100000004067,2024-01-18,2024-01-19,1577.02,INR,-10112232.37,Uber,FEE
TXN104068,CUST5068,100000004068,2024-01-19,2024-01-20,2091.4,EUR,-10114323.77,Uber,REFUND
TXN104069,CUST5069,100000004069,2024-01-20,2024-01-20,2098.09,EUR,-10116421.86,Amazon,DEBIT
TXN104070,CUST5070,100000004070,2024-01-21,2024-01-22,2908.87,INR,-10119330.73, Delta Airlines ,FEE
TXN104071,CUST5071,100000004071,2024-01-22,2024-01-23,3444.02,USD,-10122774.75,Walmart,FEE
TXN104072,CUST5072,100000004072,2024-01-23,2024-01-24,4678.75,INR,-10127453.5,Amazon,FEE
TXN104073,CUST5073,100000004073,2024-01-24,2024-01-24,3077.96,INR,-10130531.46,Netflix,CREDIT
TXN104074,CUST5074,100000004074,2024-01-25,2024-01-26,4399.49,USD,-10134930.95,Amazon,DEBIT
TXN104075,CUST5075,100000004075,2024-01-26,2024-01-26,"$1,151.19",USD,-10136082.14,Delta Airlines,DEBIT
TXN104076,CUST5076,100000004076,2024-01-27,2024-01-28,1026.64,USD,-10137108.78,Uber,REFUND
TXN104077,CUST5077,100000004077,2024-01-28,2024-01-29,1783.79,EUR,-10138892.57,Uber,DEBIT
TXN104078,CUST5078,100000004078,2024-01-29,2024-01-29,3495.7,EUR,-10142388.27,Starbucks,DEBIT
TXN104079,CUST5079,100000004079,2024-01-30,2024-01-30,1299.74,INR,-10143688.01,Netflix,REFUND
TXN104080,CUST5080,000100000004080,2024-01-01,30/12/2023,2122.95,INR,ABC123, Apple Store ,CREDIT 
TXN104081,CUST5081,100000004081,2024-01-02,2024-01-02,4317.34,INR,-10150128.3,Netflix,FEE
TXN104082,CUST5082,100000004082,2024-01-03,2024-01-03,1678.01,USD,-10151806.31,Netflix,REFUND
TXN104083,CUST5083,100000004083,2024-01-04,2024-01-05,1421.58,EUR,-10153227.89,Walmart,REFUND
TXN104084,CUST5084,100000004084,2024-01-05,2024-01-05,1609.41,EUR,-10154837.3,Uber,FEE
TXN104085,CUST5085,100000004085,2024-01-06,2024-01-07,3447.77,EUR,-10158285.07,Apple Store,REFUND
TXN104086,CUST5086,100000004086,2024-01-07,2024-01-08,3950.78,USD,-10162235.85,Uber,REFUND
TXN104087,CUST5087,100000004087,2024-01-08,2024-01-08,2159.85,INR,-10164395.7,Uber,FEE
TXN104088,CUST5088,100000004088,2024-01-09,2024-01-10,2908.28,USD,-10167303.98,Amazon,REFUND
TXN104089,CUST5089,100000004089,2024-01-10,2024-01-11,3941.89,INR,-10171245.87,Starbucks,FEE
TXN104090,CUST5090,100000004090,2024-01-11,2024-01-11,4785.02,INR,-10176030.89, Amazon ,CREDIT
TXN104091,CUST5091,100000004091,2024-01-12,2024-01-12,402.14,INR,-10176433.03,Netflix,FEE
TXN104092,CUST5092,100000004092,2024-01-13,2024-01-13,3416.73,USD,-10179849.76,Uber,REFUND
TXN104093,CUST5093,100000004093,2024-01-14,2024-01-14,1184.36,EUR,-10181034.12,Uber,CREDIT
TXN104094,CUST5094,100000004094,2024-01-15,2024-01-16,1928.23,USD,-10182962.35,Uber,DEBIT
TXN104095,CUST5095,100000004095,2024-01-16,2024-01-16,4289.68,EUR,-10187252.03,Apple Store,DEBIT 
TXN104096,CUST5096,100000004096,2024-01-17,2024-01-17,1747.62,USD,-10188999.65,Apple Store,DEBIT
TXN104097,CUST5097,100000004097,2024-01-18,2024-01-19,553.08,INR,-10189552.73,Delta Airlines,CREDIT
TXN104098,CUST5098,100000004098,2024-01-19,2024-01-19,2389.28,EUR,-10191942.01,Shell Oil,CREDIT
TXN104099,CUST5099,100000004099,2024-01-20,2024-01-20,4391.81,USD,-10196333.82,Shell Oil,FEE
TXN104100,CUST5100,000100000004100,2024-01-21,2024-01-22,"$1,259.80",USD,-10197593.62, Shell Oil ,CREDIT
